D-q401_soilTexture,D-q402_drainClass,D-q403_soilPerception,D-q409_varType,D-q421_seedSource,E-q5105_statSHC,E-q5101_FYM,E-q5104_applyMineralFert,G-q5301_irrigAvail,G-q5305_irrigTimes,I-q5502_droughtSeverity,I-q5505_weedSeverity,I-q5506_insectSeverity,I-q5507_insecticides,I-q5509_diseaseSeverity,I-q5510_pesticides,I-q5512_lodgingPercent,J-herbAppTimes,J-manualWeedTimes,L-cropDurationDays,L-q602_harvestMethod,L-q604_threshing,L-tonPerHectare,D-q410_varName,q415_seedingSowingTransDate,F-q5287_fertOnTime,A-q102_state
2,3,2,2,4,0,0,1,1,2,1,3,0,0,0,0,30,1,0,126,1,2,2.2,4,1,2,1
3,4,2,2,4,1,0,1,1,4,1,1,0,0,0,0,20,1,0,142,1,2,5.5,0,1,2,1
2,2,2,2,4,0,0,1,1,2,1,2,1,0,1,0,5,1,1,130,1,2,2.06,4,1,2,1
2,2,2,2,4,0,0,1,1,1,1,2,1,1,0,0,20,1,0,138,1,2,2.2,4,1,2,1
2,2,2,2,5,0,0,1,1,2,2,2,2,0,0,0,30,1,1,133,1,2,2.2,4,1,1,1
3,2,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,143,1,2,2.41,4,1,2,1
2,2,2,2,4,0,0,1,1,2,1,1,1,0,1,0,20,1,1,136,1,2,2.2,4,1,2,1
3,2,2,2,4,0,1,1,1,2,1,2,1,0,0,0,5,0,0,139,3,2,2.87,1,2,2,1
3,2,2,2,4,0,0,1,1,3,1,2,0,0,0,0,0,1,1,173,1,2,3.3,1,2,2,1
3,2,2,2,4,0,0,1,1,2,1,1,0,0,0,0,0,1,0,167,3,0,3.3,4,2,2,1
2,2,2,2,4,0,0,1,1,2,2,2,1,0,0,0,10,1,1,145,1,2,3.3,1,1,2,1
3,2,2,2,4,0,0,1,1,2,1,2,0,0,0,0,30,1,1,166,1,2,3.3,1,1,2,1
2,2,2,2,4,0,0,1,1,2,2,1,1,0,0,0,10,1,0,138,1,2,3.3,1,1,2,1
2,2,2,2,4,0,0,1,1,3,1,2,0,0,0,0,0,1,1,136,1,2,3.6,1,2,2,1
2,2,2,2,4,0,0,1,1,2,2,1,1,1,0,0,30,1,1,164,3,0,3.38,1,1,2,1
2,2,2,2,4,0,0,1,1,3,2,2,2,0,0,0,20,1,1,164,1,1,4.13,1,1,2,1
2,2,2,2,4,0,0,1,1,4,1,2,1,0,1,0,0,1,0,133,1,2,3.44,1,1,2,1
1,2,2,2,4,0,0,1,1,4,2,1,1,0,1,0,20,1,0,132,1,1,3.44,1,2,2,1
2,2,2,2,4,0,0,1,1,3,2,1,1,0,1,0,5,0,0,119,1,2,3.14,5,2,2,1
1,3,2,2,4,0,0,1,1,2,1,2,1,0,2,0,10,0,0,122,1,2,2.06,1,2,2,1
1,2,2,2,4,2,0,1,1,3,1,1,1,0,1,0,5,0,1,126,1,2,3.18,1,1,2,1
1,2,2,2,4,0,0,1,1,3,1,2,1,0,1,1,0,0,0,135,1,2,2.89,4,2,2,1
1,2,1,2,4,0,0,1,1,3,1,2,1,0,2,0,0,0,1,124,1,2,3.73,1,2,2,1
2,3,2,2,4,0,0,1,1,4,2,1,1,0,2,0,0,1,0,125,1,2,3.93,4,1,2,1
1,2,2,2,4,0,0,1,1,4,1,1,1,0,1,0,5,1,0,135,1,2,4.13,0,1,2,1
1,2,2,2,4,0,0,1,1,4,1,3,1,0,1,0,5,0,1,127,1,2,3.3,0,1,2,1
1,3,2,2,4,0,0,1,1,3,1,1,1,0,1,0,0,0,0,127,1,2,3.85,4,2,2,1
1,3,2,2,4,0,0,1,1,3,2,1,1,0,1,0,5,0,0,124,1,2,2.75,0,1,2,1
1,3,2,2,4,0,0,1,1,3,1,2,1,0,2,0,5,0,0,134,1,2,2.89,5,2,2,1
1,4,2,2,4,0,0,1,1,2,1,1,1,0,1,0,0,0,0,125,1,2,2.61,0,2,2,1
3,2,3,1,5,0,0,1,1,3,1,1,1,0,1,1,20,1,1,141,1,2,3.06,0,1,1,1
2,3,2,1,3,0,0,1,1,3,2,1,1,0,1,0,20,1,1,140,1,1,3.36,0,1,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,2,1,30,1,0,141,1,1,3.3,4,1,2,1
2,3,2,1,3,0,0,1,1,2,2,2,2,0,2,0,30,0,1,141,1,1,3.3,0,1,2,1
2,4,2,1,4,0,0,1,1,3,2,2,2,1,2,0,20,1,0,146,1,1,3.3,0,1,2,1
2,3,2,1,4,0,0,1,1,3,2,2,2,0,0,0,20,0,1,145,1,1,3.06,0,1,2,1
2,3,2,1,4,0,0,1,1,3,2,2,2,0,2,0,20,1,0,138,1,1,3.3,0,1,2,1
2,3,2,2,4,0,0,1,1,3,2,2,2,0,2,1,30,1,0,140,1,1,3.3,4,1,2,1
2,2,2,1,4,0,0,1,1,3,2,1,1,1,1,1,30,1,0,140,1,1,3.3,0,1,2,1
3,3,2,2,4,0,0,1,1,3,2,1,2,0,0,0,40,1,0,141,1,1,3.3,1,1,2,1
2,3,2,2,4,0,0,1,1,3,2,3,1,0,1,1,10,1,1,136,1,2,3.5,1,2,2,1
2,3,2,2,4,0,1,1,1,2,1,2,0,0,1,0,5,1,1,134,1,2,2.75,0,1,2,1
2,3,2,2,4,0,0,1,1,3,1,1,0,0,1,0,10,1,1,136,1,2,3.44,1,2,2,1
2,3,2,2,4,0,0,1,1,2,0,1,0,0,0,0,10,1,1,135,1,2,3.36,1,1,2,1
2,3,2,2,4,0,0,1,1,3,1,1,0,1,0,0,10,1,1,136,1,2,4.13,1,2,2,1
2,4,2,2,4,0,0,1,1,3,1,1,1,0,0,0,10,1,1,136,1,2,3.44,0,2,2,1
2,4,2,2,4,0,0,1,1,3,1,1,1,0,1,0,5,1,1,139,1,2,3.13,0,1,2,1
2,4,2,2,4,0,0,1,1,2,1,2,1,0,1,0,5,1,1,137,1,2,3.71,1,1,2,1
2,3,2,2,4,0,0,1,1,2,1,2,1,0,1,0,10,1,1,135,1,2,3.3,0,1,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,1,5,0,2,134,1,2,3.44,0,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,0,0,1,0,10,1,1,136,1,2,2.75,0,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,10,1,1,137,1,2,3.3,0,1,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,1,10,1,1,135,1,2,3.3,0,1,2,1
2,2,2,2,4,0,0,1,1,3,0,0,0,0,0,0,5,0,1,145,2,2,4.4,1,1,2,1
2,2,2,2,4,0,0,1,1,2,1,3,1,0,1,0,80,1,1,135,2,2,2.2,6,1,2,1
2,2,2,2,4,0,0,1,1,3,0,1,0,0,0,0,70,1,1,138,2,2,3.3,0,1,1,1
2,3,2,2,4,0,0,1,1,2,0,2,0,0,1,0,10,1,1,140,2,2,2.2,4,1,2,1
2,3,2,2,4,0,0,1,1,2,0,1,0,0,0,0,5,1,1,138,1,1,2.75,0,1,2,1
2,3,2,1,4,0,1,1,1,3,0,2,1,0,1,0,0,1,0,130,1,2,3.08,0,2,1,1
2,3,2,1,4,0,1,1,1,2,0,2,1,0,1,0,0,0,1,120,1,2,2.2,0,3,2,1
2,3,2,1,4,0,0,1,1,2,0,2,1,0,1,0,0,1,0,121,1,1,2.2,0,3,2,1
3,2,3,2,5,0,1,1,1,3,1,3,0,1,1,0,0,1,1,138,1,2,5.0,1,1,2,1
2,3,2,1,4,0,0,1,1,2,1,1,1,0,1,0,0,0,1,130,1,1,2.2,0,3,2,1
2,3,2,1,4,0,0,1,1,3,0,1,1,0,1,0,0,0,1,116,1,1,3.3,0,3,2,1
2,3,2,2,4,0,0,1,1,3,2,1,0,0,2,0,0,0,1,147,1,2,4.4,1,2,2,1
2,3,2,2,5,0,0,1,1,3,0,1,1,0,1,0,0,1,0,119,1,2,4.4,1,2,2,1
2,3,2,1,4,0,0,1,1,4,0,1,1,0,1,0,0,0,1,129,1,2,4.4,0,2,2,1
2,3,2,1,5,0,0,1,1,4,0,0,0,0,0,0,0,0,1,149,1,1,4.4,0,2,2,1
2,3,2,1,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,118,1,1,2.75,0,3,2,1
3,2,2,2,5,0,1,1,1,3,1,3,1,0,1,0,0,1,1,125,1,2,4.0,0,2,2,1
2,3,2,2,5,0,0,1,1,2,1,1,1,0,1,0,0,0,1,136,1,2,2.2,1,2,2,1
2,3,2,1,5,0,0,1,1,4,0,0,0,0,0,0,0,0,1,149,1,1,4.4,0,2,2,1
3,3,2,2,4,0,0,1,1,2,0,2,1,0,1,0,0,1,1,123,1,2,3.75,4,2,2,1
2,3,2,2,4,0,0,1,1,3,2,2,1,0,1,0,20,1,0,136,1,2,4.4,1,2,2,1
3,4,1,2,4,0,0,1,1,3,1,2,1,0,1,0,0,1,1,126,1,2,2.75,1,2,2,1
2,2,2,2,4,0,0,1,1,3,2,2,1,0,1,0,10,1,0,125,1,2,4.4,1,1,2,1
2,2,2,2,4,0,0,1,1,3,1,2,1,0,1,0,10,1,0,121,1,2,3.3,6,1,2,1
2,3,3,2,4,0,0,1,1,3,1,2,1,0,1,0,10,1,0,113,1,2,4.4,1,1,2,1
3,3,2,2,4,0,0,1,1,3,2,2,2,1,1,0,50,1,0,111,1,2,3.94,1,1,2,1
3,2,3,2,5,0,1,1,1,4,1,3,1,0,1,0,0,1,1,141,1,1,5.0,0,1,2,1
2,2,2,2,4,0,0,1,1,3,2,2,2,0,1,1,5,1,1,146,1,2,4.4,1,1,2,1
2,2,3,2,4,0,0,1,1,2,1,3,1,0,1,0,0,1,1,112,1,1,3.38,1,3,2,1
2,2,1,2,4,0,0,1,1,2,1,3,2,1,1,0,0,1,1,121,1,1,2.54,1,3,2,1
2,1,2,2,4,0,1,1,1,2,1,2,1,0,1,0,5,1,1,138,1,1,3.38,1,2,2,1
2,2,1,2,4,0,0,1,1,2,1,3,1,0,1,0,5,1,1,121,1,1,2.2,4,2,2,1
2,2,2,2,4,0,0,1,1,2,1,2,1,0,1,0,0,1,1,121,1,2,3.21,1,2,2,1
2,4,2,2,4,0,0,1,1,2,2,2,0,0,0,0,0,1,0,153,2,2,3.3,0,1,2,1
2,3,2,2,4,0,0,1,1,2,0,1,0,0,0,0,0,0,1,147,1,2,3.3,4,1,2,1
2,2,2,2,4,0,0,1,1,2,0,1,1,0,0,0,60,0,1,159,1,2,2.75,4,1,2,1
2,3,2,2,4,0,1,1,1,3,0,2,1,0,0,0,30,0,1,156,1,2,3.3,0,1,2,1
2,4,2,2,4,0,1,1,1,4,0,0,1,0,0,0,0,0,1,163,1,2,4.4,0,1,2,1
2,2,2,2,4,0,0,1,1,2,0,1,2,1,0,0,0,1,0,160,1,2,3.3,0,1,2,1
2,1,2,2,4,0,1,1,1,2,0,2,2,1,0,0,0,0,1,161,1,2,3.3,0,1,2,1
2,3,2,2,4,0,1,1,1,2,0,1,1,0,0,0,0,1,0,154,1,2,2.2,4,1,2,1
3,3,2,2,4,0,0,1,1,2,0,2,1,0,0,0,0,1,0,164,1,2,4.4,4,1,2,1
3,3,2,2,4,0,1,1,1,3,0,2,1,0,0,0,0,1,0,159,1,2,3.3,0,1,2,1
2,1,2,2,4,0,0,1,1,2,0,1,1,0,0,0,0,0,1,153,1,2,3.03,0,1,2,1
3,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,0,0,1,156,1,2,4.4,0,1,2,1
2,3,2,2,4,0,0,1,1,4,0,2,1,0,0,0,0,0,1,154,1,2,4.4,0,1,2,1
3,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,0,0,1,166,2,2,4.4,0,1,2,1
3,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,0,0,1,162,1,2,4.4,0,1,2,1
3,1,2,2,4,0,1,1,1,3,0,2,1,1,0,0,50,1,0,164,1,2,4.4,0,1,2,1
3,1,2,2,4,0,1,1,1,4,0,3,2,0,0,0,0,1,0,154,1,2,4.95,0,1,2,1
3,1,2,2,4,0,0,1,1,3,1,1,1,0,0,0,0,1,0,151,1,2,3.85,0,1,2,1
2,3,2,2,4,0,0,1,1,4,0,1,1,0,0,0,0,0,1,149,1,2,5.5,4,1,2,1
2,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,0,0,1,156,1,2,4.4,0,1,2,1
2,2,2,2,4,0,1,1,1,2,0,1,0,0,0,0,50,1,0,153,1,2,3.3,4,1,2,1
2,3,2,2,4,0,0,1,1,3,0,1,1,1,0,0,0,1,0,157,1,2,5.0,1,1,2,1
3,3,2,2,4,0,0,1,1,3,0,1,1,1,0,0,0,1,0,167,1,2,5.0,1,1,2,1
2,3,2,2,4,0,0,1,1,4,0,1,1,1,0,0,0,1,0,165,1,2,5.0,0,1,2,1
1,1,2,2,4,0,0,1,1,2,0,1,1,0,0,0,0,1,0,154,1,2,3.58,4,1,2,1
2,2,2,2,4,0,0,1,1,2,0,1,0,0,0,0,0,1,0,159,1,2,2.2,6,1,2,1
3,2,2,2,4,0,0,1,1,2,0,1,0,0,0,0,0,1,0,161,1,2,2.2,6,1,2,1
3,1,2,2,5,0,0,1,1,2,0,2,2,0,0,0,0,0,1,156,1,2,3.3,4,1,2,1
2,4,2,2,4,0,0,1,1,2,1,2,0,0,0,0,0,1,0,146,1,2,3.3,4,2,2,1
2,3,2,2,4,0,0,1,1,2,1,2,1,0,0,0,0,1,0,148,1,2,3.3,0,1,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,0,0,10,1,0,142,2,2,2.2,4,2,2,1
2,3,2,2,4,0,0,1,1,4,2,2,1,0,0,0,0,1,0,155,2,2,4.4,0,1,2,1
2,3,2,2,4,0,0,1,1,4,1,1,1,0,0,0,10,0,1,153,1,2,4.13,0,1,2,1
3,1,2,2,4,0,0,1,1,4,0,2,2,0,0,0,0,1,0,165,1,2,4.4,0,1,2,1
3,1,2,2,4,0,0,1,1,3,0,2,1,0,0,0,0,1,0,161,1,2,4.4,4,1,2,1
2,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,10,0,1,163,1,2,3.14,0,1,2,1
2,3,2,2,4,0,0,1,1,4,0,1,1,0,0,0,0,0,1,159,1,2,4.13,0,1,2,1
2,2,2,2,4,0,0,1,1,2,0,1,1,0,0,0,0,0,1,139,1,2,1.93,0,2,2,1
1,1,2,2,4,0,0,1,1,2,0,1,1,0,0,0,0,1,0,156,1,2,2.2,4,1,2,1
2,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,0,0,1,154,1,2,4.4,4,1,2,1
2,3,2,2,4,0,1,1,1,2,0,1,1,0,0,0,0,0,1,154,1,2,2.2,4,1,2,1
2,2,2,2,4,0,1,1,1,2,0,1,0,0,0,0,0,0,1,156,1,2,2.2,6,1,2,1
2,3,2,2,4,0,1,1,1,2,0,2,1,0,0,0,60,0,1,156,1,2,3.03,4,1,2,1
2,3,2,2,4,0,1,1,1,2,0,3,2,0,0,0,0,0,1,164,1,2,3.14,4,1,2,1
2,3,2,2,4,0,0,1,1,2,0,1,2,0,0,0,0,0,1,154,1,2,2.75,4,1,2,1
2,2,2,2,4,0,0,1,1,4,0,2,1,1,0,0,0,0,1,159,1,2,4.4,0,1,2,1
2,3,2,2,4,0,0,1,1,4,0,1,1,0,0,0,0,0,1,164,1,2,4.35,0,1,2,1
2,4,2,2,4,0,0,1,1,2,0,1,1,0,0,0,0,0,1,160,1,2,3.44,4,1,2,1
2,2,2,2,5,0,1,1,1,2,0,2,1,1,0,0,0,0,1,131,1,2,2.93,0,2,2,1
2,3,2,2,4,0,1,1,1,3,0,0,1,0,0,0,0,1,0,160,1,2,3.85,0,1,2,1
2,2,2,2,4,0,1,1,1,2,0,1,1,0,0,0,0,1,0,164,1,2,2.93,4,2,2,1
2,3,2,2,4,0,1,1,1,2,0,1,1,0,0,0,0,0,1,167,1,2,3.3,4,1,2,1
2,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,0,1,0,163,1,2,5.0,1,1,2,1
1,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,5,1,0,167,1,2,5.0,1,1,2,1
2,3,2,2,4,0,0,1,1,3,0,1,1,0,0,0,0,1,0,165,1,2,5.0,4,1,2,1
2,3,2,2,4,0,0,1,1,2,1,1,0,0,0,0,0,1,0,149,1,2,3.13,6,1,2,1
2,3,2,2,4,0,1,1,1,2,1,1,1,1,1,1,5,1,1,140,1,2,3.2,0,2,2,1
2,2,2,1,3,0,0,1,1,2,2,3,2,0,2,0,10,0,0,137,1,2,3.2,0,2,2,1
2,3,2,2,3,0,0,1,1,1,3,1,1,0,1,0,5,0,0,136,1,2,3.2,4,2,2,1
2,3,2,2,4,0,0,1,1,4,2,2,2,0,1,0,5,0,1,131,1,2,3.52,0,2,2,1
2,3,2,2,3,0,0,1,1,2,2,1,2,0,1,0,10,0,0,116,1,2,1.6,0,3,2,1
2,3,2,2,4,0,1,1,1,3,1,1,2,0,1,0,10,1,0,122,1,2,2.8,0,3,2,1
2,3,2,2,3,0,1,1,1,3,1,1,1,0,1,0,10,0,1,116,1,2,2.4,0,3,1,1
2,3,2,2,3,0,1,1,1,3,1,1,1,0,1,0,5,0,0,121,1,2,2.48,0,3,2,1
2,3,2,2,4,0,0,1,1,2,1,2,1,0,1,0,5,0,0,128,1,2,2.5,2,2,1,1
2,3,3,2,3,0,0,1,1,2,1,1,1,0,1,0,5,0,1,121,1,2,3.2,3,2,2,1
2,3,2,2,4,0,0,1,1,3,1,1,1,0,0,0,10,0,2,107,1,2,2.0,0,1,2,1
2,3,2,2,4,0,0,1,1,1,1,3,1,0,1,0,0,0,0,138,1,2,2.0,0,2,2,1
2,3,2,2,3,0,0,1,1,3,2,1,1,0,1,0,5,0,0,121,1,2,2.0,2,3,2,1
2,3,2,1,3,0,0,1,1,2,2,2,1,0,1,0,10,0,1,124,1,2,2.4,0,3,2,1
2,3,2,1,4,0,1,1,1,2,2,0,2,0,2,0,20,0,0,136,3,0,2.0,0,2,2,1
2,2,2,1,4,0,1,1,1,4,1,1,1,0,1,0,5,1,0,135,1,2,3.56,0,2,2,1
2,3,2,1,4,0,1,1,1,2,2,2,2,0,0,0,5,0,0,132,1,2,2.0,0,3,2,1
2,3,2,1,4,0,1,1,1,2,2,1,1,0,0,0,10,1,0,156,1,2,1.68,0,2,2,1
2,3,2,1,4,0,1,1,1,4,2,2,2,1,2,0,5,0,1,142,1,2,4.0,2,2,2,1
2,3,2,1,4,0,1,1,1,2,2,2,2,1,2,1,0,1,0,149,1,2,1.4,0,2,2,1
2,3,2,2,4,0,1,1,1,3,2,2,2,0,2,0,0,1,2,136,1,2,3.0,0,2,2,1
2,3,2,1,2,0,1,1,1,2,2,2,2,0,2,0,5,1,1,146,1,2,2.48,0,1,2,1
2,3,2,1,4,0,1,1,1,3,1,2,2,0,2,0,5,1,0,150,1,2,2.5,0,2,2,1
2,3,2,1,4,0,1,1,1,2,2,2,2,0,2,0,5,1,0,120,1,2,1.68,0,3,2,1
2,3,2,1,4,0,1,1,1,2,2,2,2,0,2,0,5,1,1,136,1,2,2.13,2,2,2,1
3,4,3,2,4,0,0,1,1,4,0,1,0,0,0,0,0,0,0,125,1,2,3.2,3,2,2,1
2,3,3,0,3,0,0,1,1,2,0,3,1,0,0,0,10,0,0,132,1,2,2.24,6,2,2,1
2,4,3,1,3,2,0,1,1,3,0,3,0,0,0,0,5,0,0,121,1,2,2.4,2,2,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,1,1,1,20,1,0,129,1,2,3.2,0,2,2,1
2,3,3,2,4,0,0,1,1,3,1,1,1,1,1,1,5,1,1,144,1,2,3.2,0,1,2,1
2,4,3,2,3,0,0,1,1,2,1,2,1,0,0,0,0,0,0,118,1,2,1.6,0,3,1,1
3,4,2,2,3,0,0,1,1,4,0,1,1,1,0,0,0,0,0,123,1,2,3.0,4,3,2,1
2,3,3,2,4,0,1,1,1,3,1,1,1,1,1,1,5,1,1,117,1,2,3.2,0,1,2,1
2,3,3,2,4,0,1,1,1,1,1,1,1,1,1,1,5,0,1,142,1,1,2.4,0,1,2,1
2,2,3,2,3,0,0,1,1,1,1,1,1,1,1,1,5,1,1,136,1,1,2.0,0,2,2,1
2,2,3,2,3,0,1,1,1,2,1,1,1,1,1,1,5,1,1,126,1,2,3.2,0,2,2,1
2,3,3,2,3,0,1,1,1,1,1,1,1,0,1,0,5,0,1,124,1,2,1.6,2,3,2,1
2,3,3,2,4,0,1,1,1,1,1,1,1,0,1,0,5,1,1,118,1,2,2.25,2,3,2,1
1,3,3,1,3,0,1,1,1,2,1,2,1,0,1,0,5,0,0,124,1,2,3.2,0,2,2,1
2,3,2,1,3,0,0,1,1,2,1,1,1,0,1,0,5,0,0,116,1,2,2.4,6,3,2,1
3,3,2,1,3,0,0,1,1,2,1,1,1,1,1,0,5,0,0,126,1,2,2.0,6,3,2,1
2,3,3,2,4,0,1,1,1,1,3,3,2,1,1,1,5,1,1,149,1,2,2.74,0,2,2,1
2,3,3,2,4,0,0,1,1,1,3,2,1,0,1,0,20,1,1,142,1,2,2.0,0,2,2,1
2,3,3,2,4,0,1,1,1,2,1,1,1,0,1,0,5,1,1,144,1,2,2.8,0,2,2,1
2,3,2,0,3,0,0,1,1,1,2,1,2,0,1,0,20,1,1,107,1,1,1.63,0,3,2,1
2,3,2,2,4,0,0,1,1,1,3,2,2,0,2,0,50,0,0,94,1,1,1.6,0,3,2,1
2,2,3,0,3,0,0,1,1,2,3,2,1,1,1,0,5,0,0,110,1,2,1.6,0,1,2,1
2,3,2,0,4,0,0,1,1,1,3,2,3,0,2,0,5,0,0,121,1,2,2.0,0,2,2,1
2,3,2,1,4,0,0,1,1,3,1,2,2,0,1,0,5,0,1,90,1,2,1.6,0,1,2,1
2,2,3,2,3,0,0,1,1,2,2,3,0,0,1,0,10,0,0,121,1,2,1.4,6,3,2,1
2,3,3,2,4,0,0,1,1,1,1,1,1,0,1,0,5,0,1,121,1,2,1.6,6,2,2,1
2,3,2,2,3,0,0,1,1,1,0,2,2,0,2,0,0,0,0,130,1,2,1.6,2,2,2,1
2,3,3,2,4,0,0,1,1,1,1,1,1,0,1,0,5,0,1,129,1,2,2.67,2,1,2,1
2,3,3,2,4,0,1,1,1,2,1,1,1,0,1,1,5,0,1,115,1,2,1.6,0,2,2,1
2,2,2,2,3,0,0,1,1,3,1,1,1,0,1,0,5,0,0,120,1,2,3.2,3,3,2,1
2,2,2,1,4,0,0,1,1,3,2,2,2,0,1,0,10,0,0,115,1,2,3.2,0,2,2,1
2,3,2,1,4,0,0,1,1,1,3,2,2,0,2,0,20,0,1,127,1,2,2.2,0,2,2,1
2,3,2,2,3,0,0,1,1,1,3,2,2,0,2,0,0,0,0,120,1,1,1.6,2,2,2,1
2,3,2,2,4,0,0,1,1,3,3,1,1,0,1,0,10,0,0,119,1,2,2.4,0,2,2,1
3,3,2,1,5,0,0,1,1,3,2,2,1,1,2,0,5,0,1,143,1,1,3.2,2,2,2,1
3,3,2,1,4,0,0,1,1,3,3,2,2,0,1,0,5,0,0,127,1,1,3.73,0,3,2,1
2,2,2,2,4,0,1,1,1,1,2,2,1,0,1,0,5,0,0,110,1,2,1.0,0,1,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,1,0,5,0,0,126,1,2,3.2,0,3,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,1,0,5,0,0,125,1,1,3.2,0,2,2,1
2,3,2,2,4,0,1,1,1,2,1,2,2,0,1,0,5,0,0,126,1,2,2.4,0,3,2,1
2,3,2,2,4,0,1,1,1,2,2,2,2,0,1,0,10,0,0,118,1,2,1.92,0,3,1,1
2,3,2,2,3,0,1,1,1,3,1,1,1,0,1,0,5,1,0,118,1,2,2.0,0,3,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,10,0,0,123,1,2,2.0,2,2,1,1
2,3,2,1,4,0,0,1,1,2,2,2,2,0,1,0,5,0,0,125,1,2,1.28,0,2,1,1
2,4,2,2,4,0,0,1,0,0,3,1,1,0,1,0,5,0,0,127,1,1,1.28,0,2,1,1
2,3,2,1,4,0,0,1,1,3,1,1,1,0,1,0,5,0,0,118,1,1,2.4,0,2,1,1
2,3,2,1,4,0,0,1,1,2,2,1,1,0,1,0,5,0,0,100,1,1,2.4,0,3,1,1
2,3,3,2,4,0,1,1,1,3,1,1,1,0,1,0,5,1,1,117,1,1,3.2,2,3,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,5,0,0,119,1,1,3.2,0,2,1,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,5,0,0,119,1,1,2.4,0,2,1,1
2,3,2,1,4,0,0,1,1,2,1,1,1,0,1,0,5,0,0,119,1,1,2.4,0,2,1,1
2,3,3,2,4,0,1,1,1,2,1,1,1,0,1,0,5,1,1,139,1,2,3.2,2,2,2,1
2,3,2,1,3,0,0,1,1,2,1,1,2,0,1,0,5,0,0,122,1,1,3.6,0,2,1,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,5,0,0,130,1,1,3.84,4,2,1,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,5,0,0,129,1,1,3.2,0,2,1,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,0,0,5,0,0,123,1,1,2.0,0,2,1,1
2,3,2,1,5,0,0,1,1,2,1,2,2,0,1,0,5,0,0,133,1,1,2.0,0,2,1,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,30,0,2,125,1,2,1.14,0,1,2,1
2,3,2,2,4,0,0,1,1,2,1,1,1,0,1,0,30,0,2,123,1,2,1.6,0,1,2,1
2,3,2,2,4,0,0,1,1,2,3,2,2,0,2,0,5,0,0,134,1,2,2.9,2,2,2,1
2,3,2,1,5,0,0,1,1,1,3,2,2,0,2,0,0,0,0,110,1,2,2.4,0,1,2,1
2,3,2,2,4,0,0,1,1,2,3,2,2,0,2,0,10,0,1,126,1,2,2.4,0,2,2,1
2,3,2,2,4,0,0,1,1,3,3,3,2,0,2,0,10,0,0,122,1,2,2.4,2,2,2,1
2,3,2,2,4,0,0,1,1,4,3,2,2,0,2,0,10,0,0,121,1,2,3.2,2,2,2,1
2,3,2,2,3,0,0,1,1,2,1,1,2,0,2,0,10,0,0,136,1,2,1.6,2,2,2,1
2,3,2,2,3,0,0,1,1,2,2,2,2,0,2,0,5,0,0,128,1,2,1.6,2,2,2,1
2,3,2,2,3,0,0,1,1,1,3,2,2,0,2,0,0,0,0,126,1,2,1.6,3,2,2,1
2,3,2,2,1,1,0,1,1,1,2,2,2,0,2,0,0,0,0,131,1,2,1.6,6,2,2,1
2,3,2,2,3,0,0,1,1,1,1,2,2,0,2,0,0,0,0,135,1,2,1.6,2,2,2,1
2,3,2,2,3,0,0,1,1,1,1,2,2,0,2,0,0,0,0,122,1,2,1.6,0,2,2,1
2,3,2,2,3,0,1,1,1,3,0,2,2,0,2,0,0,0,0,142,1,2,2.0,2,1,2,1
3,2,1,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,126,1,1,1.41,0,3,2,1
2,3,2,2,5,0,0,1,1,3,1,1,1,0,1,0,5,0,0,118,1,1,2.4,6,3,2,1
2,3,2,2,3,0,0,1,1,3,1,1,1,0,1,0,5,0,1,132,1,1,2.56,0,2,2,1
2,3,2,2,5,0,0,1,1,3,1,1,1,0,1,0,5,0,1,126,1,2,2.33,6,2,2,1
2,3,2,1,5,0,0,1,1,3,1,1,1,0,1,0,5,0,0,126,1,1,2.0,0,2,2,1
2,3,2,2,4,0,0,1,1,4,0,1,0,0,0,0,0,0,1,133,1,1,3.2,2,2,2,1
